"Time (ms)","Accelerometer X (mGal)","Accelerometer Y (mGal)","Accelerometer Z (mGal)","Gyro X","Gyro Y","Gyro Z","Magnetic X","Magnetic Y","Magnetic Z","Locomotion"
1778,"-0.9107666015625","0.3133544921875","-0.2432861328125","19.10400390625","11.291502952575684","-5.737304210662842","9","32","-13","402"
1812,"-0.817626953125","0.45849609375","-0.065185546875","16.17431640625","3.662109136581421","5.676269054412842","9","32","-13","402"
1846,"-0.87353515625","0.427001953125","-0.1268310546875","23.620603561401367","27.343748092651367","-12.756346702575684","9","30","-6","402"
1880,"-0.890380859375","0.33642578125","-0.1910400390625","19.71435546875","20.080564498901367","7.080077648162842","9","30","-6","402"
1914,"-0.8931884765625","0.4212646484375","-0.1663818359375","22.277830123901367","73.6083984375","-38.330078125","9","30","-6","402"
1949,"-0.8345947265625","0.437744140625","-0.048828125","37.2314453125","71.22802734375","-43.212886810302734","10","32","-6","402"
1983,"-0.8489990234375","0.470458984375","-0.0638427734375","27.893064498901367","55.236812591552734","-38.39111328125","10","32","-6","402"
2017,"-0.841552734375","0.509521484375","-0.04248046875","22.766111373901367","43.212886810302734","-23.071287155151367","10","32","-6","402"
2051,"-0.86083984375","0.55224609375","-0.054931640625","36.0107421875","28.198240280151367","-12.451170921325684","12","30","-3","402"
2085,"-0.8670654296875","0.4957275390625","-0.080810546875","45.593257904052734","28.137205123901367","-14.343260765075684","12","30","-3","402"
2120,"-0.8851318359375","0.496337890625","-0.0863037109375","45.043941497802734","30.639646530151367","-19.8974609375","12","30","-3","402"
2154,"-0.8563232421875","0.458984375","-0.0677490234375","41.381832122802734","40.344234466552734","-23.803709030151367","10","30","-2","402"
2188,"-0.8486328125","0.4959716796875","-0.0570068359375","24.108884811401367","41.259761810302734","-26.977537155151367","10","30","-2","402"
2222,"-0.8651123046875","0.530029296875","-0.0469970703125","18.24951171875","28.198240280151367","-12.634276390075684","10","30","-2","402"
2256,"-0.835693359375","0.5240478515625","-0.0152587890625","14.221190452575684","18.5546875","-5.859374523162842","11","30","1","402"
2290,"-0.8590087890625","0.530517578125","-0.022705078125","19.287109375","11.230467796325684","-2.01416015625","11","30","1","402"
2325,"-0.8548583984375","0.5513916015625","0.01123046875","-13.549803733825684","5.371093273162842","2.807616949081421","12","31","4","402"
2363,"-0.8504638671875","0.549072265625","0.0089111328125","-8.85009765625","1.15966796875","-17.333984375","12","31","4","402"
2397,"-0.8497314453125","0.5826416015625","-0.0040283203125","-11.718749046325684","-2.868652105331421","-14.221190452575684","12","31","4","402"
2433,"-0.814453125","0.5697021484375","-0.0146484375","7.385253429412842","-18.73779296875","-20.324705123901367","13","28","2","402"
2469,"-0.819091796875","0.625732421875","-0.0604248046875","13.732909202575684","-21.972654342651367","-23.376462936401367","13","28","2","402"
2504,"-0.7940673828125","0.57861328125","-0.045166015625","26.855466842651367","-32.470703125","-24.353025436401367","13","28","2","402"
2538,"-0.7718505859375","0.5899658203125","-0.0179443359375","38.14697265625","-46.325679779052734","-2.50244140625","15","34","2","402"
2572,"-0.772705078125","0.3814697265625","0.0299072265625","-10.009765625","-5.737304210662842","-24.475095748901367","15","34","2","402"
2606,"-0.7401123046875","0.595947265625","0.04150390625","-20.507810592651367","-69.64111328125","-5.0048828125","15","34","2","402"
2650,"-0.837890625","0.53759765625","-0.0965576171875","-19.47021484375","-65.97900390625","-4.69970703125","17","25","-7","402"
2684,"-0.8087158203125","0.5650634765625","-0.01318359375","6.774901866912842","-42.114253997802734","8.544921875","17","25","-7","402"
2718,"-0.7431640625","0.5135498046875","0.0633544921875","12.695311546325684","-48.828121185302734","8.9111328125","17","25","-7","402"
2753,"-0.818603515625","0.4921875","-0.022705078125","-10.192870140075684","-71.044921875","21.118162155151367","16","27","-6","402"
2787,"-0.8609619140625","0.508056640625","-0.075927734375","-17.2119140625","-38.6962890625","13.000487327575684","16","27","-6","402"
2825,"-0.7738037109375","0.541259765625","-0.037353515625","-22.827146530151367","-34.72900390625","12.695311546325684","16","24","-3","402"
2870,"-0.78515625","0.572509765625","-0.1343994140625","-14.892577171325684","-34.85107421875","14.221190452575684","16","24","-3","402"
2905,"-0.787353515625","0.516845703125","-0.1358642578125","-14.770506858825684","-23.620603561401367","7.324218273162842","16","24","-3","402"
2939,"-0.79443359375","0.57470703125","-0.2001953125","-17.08984375","-15.808104515075684","10.437010765075684","14","22","-7","402"
2974,"-0.79345703125","0.561767578125","-0.19091796875","-3.234863042831421","-13.854979515075684","10.925292015075684","14","22","-7","402"
3010,"-0.7724609375","0.5391845703125","-0.178466796875","-0.7934569716453552","-10.070799827575684","11.840819358825684","14","22","-7","402"
3044,"-0.8212890625","0.5234375","-0.26220703125","-20.080564498901367","-8.30078125","2.3193359375","14","25","-10","402"
3084,"-0.75","0.565673828125","-0.159912109375","-18.06640625","17.822265625","2.563476324081421","14","25","-10","402"
3120,"-0.7935791015625","0.55078125","-0.1488037109375","-4.638671875","-19.4091796875","10.803221702575684","14","25","-10","402"
3156,"-0.837158203125","0.460693359375","-0.1531982421875","-10.192870140075684","-2.50244140625","10.620116233825684","15","26","-10","402"
3190,"-0.8631591796875","0.4990234375","-0.1317138671875","-11.901854515075684","24.230955123901367","-4.5166015625","15","26","-10","402"
3224,"-0.8419189453125","0.534912109375","-0.080078125","-12.451170921325684","40.710445404052734","-8.36181640625","15","26","-10","402"
3258,"-0.841552734375","0.5233154296875","-0.0823974609375","-14.038084983825684","39.00146484375","-13.305663108825684","20","26","-6","402"
3293,"-0.8251953125","0.532470703125","-0.071533203125","-12.329100608825684","53.771968841552734","-18.798828125","20","26","-6","402"
3327,"-0.79638671875","0.509033203125","-0.0789794921875","-23.071287155151367","51.208492279052734","-15.563963890075684","20","26","-6","402"
3361,"-0.7498779296875","0.5665283203125","-0.1026611328125","-53.894039154052734","73.1201171875","-20.629880905151367","16","27","-10","402"
3395,"-0.7061767578125","0.5762939453125","-0.1142578125","-66.10107421875","68.84765625","-11.840819358825684","16","27","-10","402"
3429,"-0.71923828125","0.3973388671875","-0.22705078125","-91.18651580810547","74.40185546875","-4.8828125","16","27","-10","402"
3463,"-0.932861328125","0.4696044921875","-0.2235107421875","-127.44139862060547","88.56200408935547","-8.36181640625","15","24","-9","402"
3497,"-1.1175537109375","0.43798828125","-0.2801513671875","-136.16943359375","80.38329315185547","-7.141112804412842","15","24","-9","402"
3535,"-1.164306640625","0.27490234375","-0.265625","-116.14989471435547","80.56639862060547","-5.187987804412842","14","35","-4","402"
3569,"-1.1417236328125","0.326904296875","-0.2701416015625","-73.30322265625","69.88525390625","-26.123044967651367","14","35","-4","402"
3603,"-1.0233154296875","0.31494140625","-0.2227783203125","-22.399900436401367","58.959957122802734","-26.977537155151367","14","35","-4","402"
3640,"-0.902587890625","0.3466796875","-0.105224609375","62.988277435302734","45.532222747802734","-24.353025436401367","23","25","-2","402"
3674,"-0.9376220703125","0.3575439453125","-0.0733642578125","93.56688690185547","18.73779296875","7.324218273162842","23","25","-2","402"
3708,"-0.94921875","0.355224609375","-0.0889892578125","76.72119140625","1.220703125","20.751951217651367","23","25","-2","402"
3742,"-0.942626953125","0.498779296875","-0.000244140625","62.438961029052734","-13.305663108825684","29.357908248901367","16","29","2","402"
3776,"-0.9732666015625","0.54150390625","0.0765380859375","56.701656341552734","-18.5546875","27.832029342651367","16","29","2","402"
3810,"-0.91748046875","0.6456298828125","0.1063232421875","58.166500091552734","-25.451658248901367","30.639646530151367","16","29","2","402"
3845,"-0.843017578125","0.59423828125","0.0836181640625","70.86181640625","-17.15087890625","29.602048873901367","18","24","2","402"
3881,"-0.86572265625","0.5880126953125","0.0836181640625","52.551265716552734","-11.230467796325684","19.6533203125","18","24","2","402"
