"Time (ms)","Accelerometer X (mGal)","Accelerometer Y (mGal)","Accelerometer Z (mGal)","Gyro X","Gyro Y","Gyro Z","Magnetic X","Magnetic Y","Magnetic Z","Locomotion"
1606,"-0.94873046875","0.1427001953125","-0.164794921875","12.939452171325684","-1.5258787870407104","9.1552734375","29","32","-19","1"
1639,"-1.0008544921875","0.162841796875","-0.1495361328125","10.131834983825684","-3.417968511581421","10.070799827575684","29","32","-19","1"
1670,"-1.0067138671875","0.177734375","-0.1343994140625","16.845703125","-2.38037109375","11.901854515075684","29","28","-24","1"
1701,"-0.9967041015625","0.173095703125","-0.1331787109375","22.521970748901367","-0.3662109076976776","13.854979515075684","29","28","-24","1"
1732,"-0.9730224609375","0.16259765625","-0.1417236328125","21.240232467651367","0.54931640625","14.099120140075684","29","28","-24","1"
1765,"-0.9779052734375","0.161376953125","-0.133056640625","13.488768577575684","0.7324218153953552","13.366698265075684","28","27","-19","1"
1796,"-0.9849853515625","0.177734375","-0.1295166015625","7.934569835662842","0","12.878417015075684","28","27","-19","1"
1827,"-0.9847412109375","0.1790771484375","-0.1246337890625","5.371093273162842","-0.2441406100988388","12.023924827575684","28","27","-19","1"
1858,"-0.9752197265625","0.180908203125","-0.12744140625","5.798339366912842","0.2441406100988388","10.742186546325684","28","27","-19","1"
1894,"-0.973876953125","0.172119140625","-0.1429443359375","7.019042491912842","1.220703125","6.713866710662842","25","29","-19","1"
1925,"-0.9742431640625","0.1650390625","-0.1419677734375","5.676269054412842","1.8920897245407104","4.150390625","25","29","-19","1"
1956,"-0.9791259765625","0.1546630859375","-0.1392822265625","4.21142578125","2.197265625","-1.3427733182907104","23","26","-17","1"
1989,"-0.98486328125","0.1502685546875","-0.1494140625","4.150390625","1.8310545682907104","-4.33349609375","23","26","-17","1"
2020,"-0.9888916015625","0.1522216796875","-0.152587890625","6.835937023162842","2.01416015625","-5.798339366912842","23","26","-17","1"
2054,"-0.997314453125","0.1383056640625","-0.15380859375","9.8876953125","2.197265625","-6.103515148162842","25","29","-18","1"
2085,"-1.02978515625","0.111083984375","-0.1527099609375","8.36181640625","2.25830078125","-5.554198741912842","25","29","-18","1"
2116,"-0.9609375","0.1292724609375","-0.1552734375","3.540038824081421","2.197265625","-4.5166015625","25","29","-18","1"
2147,"-0.9285888671875","0.1246337890625","-0.167236328125","5.859374523162842","4.638671875","-3.601073980331421","25","29","-18","1"
2178,"-0.93701171875","0.10302734375","-0.173095703125","2.624511480331421","4.82177734375","-3.540038824081421","22","27","-16","1"
2209,"-0.9464111328125","0.12109375","-0.1734619140625","-5.432128429412842","1.0986328125","-3.173827886581421","22","27","-16","1"
2240,"-0.961181640625","0.1370849609375","-0.1663818359375","-4.39453125","0.2441406100988388","-1.4648436307907104","22","27","-16","1"
2271,"-0.95654296875","0.1329345703125","-0.1593017578125","1.8920897245407104","-0.0610351525247097","1.6479490995407104","26","25","-17","1"
2302,"-0.96240234375","0.106201171875","-0.1646728515625","3.662109136581421","-1.0986328125","3.601073980331421","26","25","-17","1"
2333,"-0.968994140625","0.099609375","-0.1632080078125","-3.784179449081421","-1.5869139432907104","3.601073980331421","26","25","-17","1"
